sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2820307,Initial Access,Drive-by Compromise,T1189,Exploit Public-Facing Application,T1190,"The rule detects the download of a Microsoft Rich Text File that exploits a known vulnerability (CVE-2015-1770) targeting web browsers, indicating an initial access attempt through a drive-by download attack.",ext to int,CVE-2015-1770,6/10/15 1:59,5.9,2.8,"Microsoft Office 2013 SP1 and 2013 RT SP1 allows remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Uninitialized Memory Use Vulnerability.""",7,Malware,"The rule detects a specific exploit (CVE-2015-1770) targeting web browsers, indicating a successful compromise of client endpoints.","webclient,exploit,attempted-user,payload,possible_exploitation, Web_Client_Attacks**"
2820362,Discovery,Network Discovery,T1046,Network Service Scanning,T1046.001,"The rule focuses on detecting requests to an external IP address, which indicates an attempt to gather information about network services, characteristic of network discovery activities.",ext to int,,,,,,3,Malware,"The rule detects an external IP address check, which could indicate reconnaissance activity but does not confirm a successful compromise.","anomaly,http,external,check"
2820393,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects a specific User-Agent string associated with a remote access tool, indicating an attempt to access the network remotely, which aligns with the Initial Access phase.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a specific user-agent associated with remote access, but does not indicate a successful compromise.","user-agent,anomaly,policy,remote-access"
2820410,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often associated with Tor usage. This could indicate potential use of Tor for command and control activities, warranting further investigation.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a DNS query to a .onion domain, which may indicate potential TOR usage. However, it does not confirm a successful compromise and could be a policy violation without malicious intent.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820429,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which may indicate the use of TOR for Command and Control communication, as malicious actors often use TOR to obfuscate their activities.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate use of TOR for anonymity. While this behavior could be associated with malicious activity, it does not confirm a successful compromise. Therefore, the impact score remains low.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820451,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP requests to a known external IP lookup service, which could indicate an attempt to communicate with a command and control server for external IP information, often used in reconnaissance or to establish communication with an attacker.",int to ext,,,,,,3,Phishing,"The rule detects an external IP lookup which may indicate reconnaissance or information gathering, but does not confirm a successful compromise.","iplookup,http,anomaly,external,IP_address_lookup_website**"
2820456,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication from a mobile malware variant to an external server, indicating potential command and control activity where the malware may exfiltrate data or receive instructions.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a Trojan banker malware, indicating a potential compromise of a mobile device, which poses a significant security threat.","mobile,trojan,c2,exfiltration,Android**"
2820495,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in using POST requests, indicating potential command and control activity where the malware may exfiltrate data over the established connection.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating potential compromise and ongoing communication with a command and control server.","mobile,trojan,c2,exfiltration,Android**"
2820506,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which is commonly associated with Tor and can be used for command and control activities. This indicates potential use of Tor for malicious purposes, such as evading detection or establishing a covert communication channel.",ext to int,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which may indicate use of Tor for anonymity. While this behavior could be associated with malicious activity, it does not confirm a successful compromise and thus receives a lower impact score.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820508,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The detection of DNS queries to .onion domains indicates potential use of TOR for command and control, as TOR can be leveraged by malware to obfuscate communication with external servers.",int to any,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate the use of TOR for potential C2 activity. However, it does not confirm a successful compromise and is more indicative of policy violation rather than a direct threat.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820539,Initial Access,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects HTTP requests to an external IP lookup service, which may indicate an attempt to establish command and control communication or exfiltrate information, typically associated with initial access activities.",ext to int,,,,,,3,Eavesdropping/Sniffing,"The rule detects a lookup to an external IP address service which could indicate reconnaissance activity, but does not confirm a successful compromise.","iplookup,anomaly,http,external,IP_address_lookup_website**"
2820592,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic patterns indicative of exploit kits targeting vulnerabilities in public-facing applications, which aligns with the Initial Access phase of an attack.",ext to int,,,,,,6,Malware,"The rule detects a potential successful compromise through an exploit kit, which indicates active exploitation attempts.","exploitkit,http,uri,pattern"
2820595,Initial Access,Exploitation for Client Execution,T1203,Exploitation of Client Execution Environment,T1203.001,"The rule detects a potential exploitation of a vulnerability in Internet Explorer, which can lead to initial access through drive-by downloads or malicious web content.",ext to int,CVE-2016-0199,6/16/16 1:59,10,8.6,"Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-0200 and CVE-2016-3211.",8,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-0199) that can lead to successful compromise of client endpoints, indicating a significant security impact.","memory,vulnerability,exploit,client,Web_Client_Attacks**"
2820596,Initial Access,Exploitation for Client Execution,TA0040,Exploitation of Client Vulnerabilities,T1203,"The rule detects a memory corruption vulnerability in Internet Explorer that can be exploited to execute malicious code, indicating an initial access attempt through client-side exploitation.",ext to int,CVE-2016-0200,6/16/16 1:59,10,8.6,"Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-0199 and CVE-2016-3211.",8,Advanced Persistent Threats (APTs),The rule detects a specific memory corruption vulnerability in Internet Explorer that can lead to successful exploitation and compromise of client endpoints.,"webclient,exploit,memory,vulnerability,Web_Client_Attacks**"
2820597,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,The rule detects potential exploitation of a web client vulnerability (CVE-2016-3199) which could allow an attacker to gain initial access to a system by executing malicious code through a compromised web browser.,ext to int,CVE-2016-3199,6/16/16 1:59,10,8.6,"The Chakra JavaScript engine in Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-3214.",6,Advanced Persistent Threats (APTs),"The rule detects a specific memory corruption vulnerability that could lead to a successful compromise of client endpoints, thus warranting a higher impact score.","scripting,vulnerability,client,exploit,Web_Client_Attacks**"
2820598,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a scripting engine vulnerability in web clients, which aligns with initial access attempts where attackers exploit vulnerabilities to execute code on client systems.",ext to int,CVE-2016-3205,6/16/16 1:59,10,4.9,"The Microsoft (1) JScript 5.8 and (2) VBScript 5.7 and 5.8 engines, as used in Internet Explorer 9 through 11 and other products, allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-3206 and CVE-2016-3207.",7,Malware,The rule detects a specific memory corruption vulnerability (CVE-2016-3205) that can lead to successful exploitation and compromise of client endpoints.,"scripting,vulnerability,webclient,exploitkit,Web_Client_Attacks**"
2820599,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation of Vulnerability,T1203,"The rule detects potential exploitation of a known vulnerability in Internet Explorer (CVE-2016-3206), which aligns with initial access techniques that leverage public-facing applications to compromise client endpoints.",ext to int,CVE-2016-3206,6/16/16 1:59,10,4.9,"The Microsoft (1) JScript 5.8 and (2) VBScript 5.7 and 5.8 engines, as used in Internet Explorer 9 through 11 and other products, allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-3205 and CVE-2016-3207.",7,Malware,"The rule detects a specific vulnerability (CVE-2016-3206) that can lead to a successful compromise of client endpoints through memory corruption in Internet Explorer, thus posing a significant security risk.","memory,vulnerability,exploit,web,Web_Client_Attacks**"
2820600,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects a potential exploitation of a vulnerability in a web client (Internet Explorer), which is commonly used to gain initial access to a system through malicious web content.",ext to int,CVE-2016-3210,6/16/16 1:59,10,8.6,"The Microsoft (1) JScript and (2) VBScript engines, as used in Internet Explorer 11, allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-3210) that can lead to successful exploitation of the client endpoint, indicating a higher security impact.","memory,vulnerability,javascript,client,Web_Client_Attacks**"
2820608,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation of Vulnerability,T1203,"The rule detects a memory corruption vulnerability in Microsoft Edge, which can be exploited to gain initial access to a client endpoint, aligning with the exploitation of public-facing applications.",ext to int,CVE-2016-3222,6/16/16 1:59,10,8.6,"Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Microsoft Edge Memory Corruption Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a specific memory corruption vulnerability that can lead to a successful compromise of client endpoints, which justifies a higher impact score.","memory,vulnerability,webclient,exploit,Web_Client_Attacks**"
2820611,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a file download exploit targeting vulnerabilities in web browsers, indicative of an initial access method commonly associated with drive-by download attacks.",ext to int,CVE-2016-3234,6/16/16 1:59,2.9,8.6,"Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Office Compatibility Pack SP3, Word Viewer, Word Automation Services on SharePoint Server 2010 SP2, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps 2010 SP2, and Office Web Apps Server 2013 SP1 allow remote attackers to obtain sensitive information from process memory via a crafted Office document, aka ""Microsoft Office Information Disclosure Vulnerability.""",7,Malware,"The rule detects a specific vulnerability (CVE-2016-3234) that can lead to a successful compromise of client endpoints, indicating a significant security impact.","webclient,exploit,download,vulnerability,Web_Client_Attacks**"
2820670,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication patterns indicative of a mobile malware (AndroRAT) that checks in with a command and control server, suggesting an ongoing command and control operation.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects a successful check-in from a mobile malware variant (AndroRAT), indicating potential compromise and ongoing command and control activity.","mobile,trojan,c2,exfiltration,Android**"
2820719,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are commonly associated with TOR and can indicate potential command and control activity. While not inherently malicious, such behavior may suggest that the client is using TOR for nefarious purposes, necessitating further investigation.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, indicating potential TOR usage. However, it does not confirm a successful compromise, thus a lower impact score.","dns,tor,policy,anomaly,DNS_Onion_Query**"
